"registro_id","url","title","word_count"
"572","https://www.boatos.org/entretenimento/roberto-carlos-vai-ganhar-r-65-milhoes-para-fazer-homenagem-a-janja-em-especial-de-fim-de-ano-da-globo.html","É falso que Roberto Carlos ganhará R$ 65 milhões para homenagear Janja no especial de fim de ano da Globo","1001"
"573","https://www.boatos.org/entretenimento/roberto-leal-canta-jesus-cristo-ultimo-show-video.html","Roberto Leal canta Jesus Cristo e fala sobre a vida em seu último show, mostra vídeo #boato","660"
"574","https://www.boatos.org/entretenimento/rodrigo-faro-sofre-avc-noticia-triste-apareceu-ele-morreu.html","Rodrigo Faro sofre AVC e notícia triste apareceu “ele morreu” #boato","500"
"575","https://www.boatos.org/entretenimento/rosana-garcia-a-narizinho-morreu-aos-59-anos.html","É falsa a notícia da morte de Rosana Garcia, a Narizinho do Sítio","896"
"576","https://www.boatos.org/entretenimento/sergio-reis-doa-todo-salario.html","Sérgio Reis doa todo salário para o Hospital do Câncer #boato","589"
"577","https://www.boatos.org/entretenimento/serie-my-secret-terrius-avisou-china-criaria-coronavirus.html","Série My Secret Terrius avisou que China iria criar coronavírus como arma biológica #boato","1740"
"578","https://www.boatos.org/entretenimento/shiloh-filha-jolie-pitt-tratamento.html","Shiloh, filha de Angelina Jolie, faz tratamento para trocar de sexo #boato","534"
"579","https://www.boatos.org/entretenimento/show-de-diogo-nogueira-no-rio-ficou-vazio-por-causa-de-boicote-de-bolsonaristas.html","Show de Diogo Nogueira não estava vazio e, provavelmente, não sofreu boicote","641"
"580","https://www.boatos.org/entretenimento/silvio-santos-internado-suspeita-covid-19.html","[Atualizado] Silvio Santos foi internado com suspeita de Covid-19","530"
"581","https://www.boatos.org/entretenimento/silvio-santos-mensagem-cancer.html","Silvio Santos divulga mensagem sobre câncer que teve na cabeça #boato","614"
"582","https://www.boatos.org/entretenimento/silvio-santos-morreu-em-junho-de-2024.html","Assim como sempre, fake news sobre morte de Silvio Santos se espalhou na internet em junho de 2024","473"
